TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
assignment_bmi.src.main.java.assignment.WeightHelper,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8927469135802468,244,229
